Country,Experience_Years,Salary,Number_of_Projects,Performance_Score,Education_Level,Certification_Status
Canada,4,72190.43958268693,16,53.653447367982444,Master's,Not Certified
Germany,10,81420.7494991613,16,51.10334934660011,Bachelor's,Certified
China,14,84197.83411183294,5,62.38435343231073,Bachelor's,Certified
France,19,30000.0,28,50.0,,Certified
USA,17,80099.31336212243,47,50.083583939297114,Diploma,Certified
Brazil,12,100068.29832937161,17,73.76952873173484,Master's,Certified
India,4,44735.763968549654,42,50.0,Diploma,Not Certified
South Africa,8,90179.38391361364,46,55.77547715153226,PhD,Not Certified
Germany,3,42993.35800309847,43,97.3106689236441,Diploma,Certified
France,2,50947.994215485094,11,57.44974426831254,Diploma,Not Certified
Brazil,8,96391.24704242742,21,66.19641275765244,PhD,Not Certified
Canada,0,51222.70022261382,15,89.75416963168628,Diploma,Certified
India,16,72130.49437852808,18,87.90420107875994,Diploma,Certified
Australia,19,85752.11221840365,47,54.38788218018946,Bachelor's,Not Certified
UK,10,114847.74172159939,27,52.13650242737271,PhD,Certified
Germany,7,56680.00562236986,27,95.91190019123978,Diploma,Certified
South Africa,2,66959.0448595324,17,84.24411567618039,Master's,Certified
USA,7,87993.93494487376,39,70.72973727961919,Master's,Not Certified
France,8,54795.112790906365,7,52.897368357311,Diploma,Certified
Australia,7,100838.72337145562,11,61.086908540173965,PhD,Certified
South Africa,16,123451.33243249726,47,66.84001625323067,PhD,Not Certified
South Africa,15,78483.30268265124,35,95.44149363852318,Diploma,Not Certified
Germany,4,45145.59062730429,21,74.62486886540592,Diploma,Not Certified
India,21,119773.6566207183,33,82.09211643595303,Master's,Certified
India,3,41630.191592468065,36,50.55186528077897,Diploma,Not Certified
Germany,19,126530.73243017634,28,93.20755024262589,PhD,Not Certified
China,14,97853.23672006186,43,94.13669702885434,Master's,Certified
Australia,20,140287.32711564397,21,77.8853275303065,PhD,Certified
UK,15,61742.79292626044,22,95.18068618450744,Diploma,Certified
UK,7,46610.528319934616,31,90.36914293290201,Diploma,Certified
Australia,18,79039.68956735899,46,60.8181243659156,Diploma,Not Certified
France,2,59388.902887990276,38,55.1852822534505,Master's,Certified
China,2,59203.22177017963,27,64.97087303103186,Bachelor's,Certified
India,14,81239.6745626946,47,80.7886425740496,Bachelor's,Certified
China,12,91638.50706130554,5,53.51807884811187,Master's,Not Certified
Canada,2,64344.14596108251,25,50.0,Bachelor's,Not Certified
USA,8,91756.61458092633,45,50.48403470734747,PhD,Not Certified
South Africa,5,85072.27103130314,7,70.45128083068275,Master's,Certified
Canada,9,74404.61728223515,14,89.55023796334284,Bachelor's,Not Certified
India,18,70665.60149375403,16,54.45007240303027,Diploma,Certified
USA,11,68504.1044563434,49,77.53690049727913,Diploma,Certified
Canada,17,116456.46465236589,28,60.737491109107104,Master's,Not Certified
South Africa,18,128702.50668546683,45,64.8812462417698,PhD,Not Certified
Brazil,17,108777.20318729477,38,64.79912251583762,Master's,Not Certified
Australia,16,138366.38118988424,23,52.135065640313485,PhD,Certified
Germany,11,96543.54698052614,49,90.72174669829037,Master's,Certified
UK,10,62054.10694666928,10,53.910354991398805,Diploma,Certified
Germany,19,122684.7087334993,16,59.57895128200669,Master's,Certified
Canada,13,111209.96539319358,9,85.97255836229957,Master's,Not Certified
South Africa,14,109872.24770826007,36,57.06836746692224,PhD,Not Certified
USA,4,60219.70749782385,8,62.765116222228436,Bachelor's,Certified
South Africa,3,66477.1425236226,40,57.37355522218673,Master's,Certified
USA,18,136339.5110451462,29,92.00881069977679,PhD,Certified
Germany,7,57985.2882915041,42,70.3676363776699,Diploma,Certified
Brazil,9,108636.87527685917,17,100.0,PhD,Certified
Germany,8,103020.63986085638,45,88.87138416687048,Master's,Certified
France,4,63332.583755853535,19,70.70837207914896,Master's,Certified
France,14,83095.2661266145,50,59.51038042913403,Bachelor's,Not Certified
UK,3,84243.23673321368,37,94.63441536854458,PhD,Not Certified
India,2,43852.467497715195,34,79.91487347426585,Diploma,Not Certified
India,1,49956.75484729715,37,50.0,Diploma,Not Certified
Brazil,4,62386.53851549309,18,85.777763376991,Master's,Certified
Germany,16,123339.84042332819,4,79.36945777936597,PhD,Not Certified
South Africa,10,91923.1679303024,16,88.28433259074457,Master's,Not Certified
South Africa,5,79610.397868626,44,73.73941417556216,Master's,Certified
India,8,60477.63879713104,24,66.10902573440916,Diploma,Not Certified
Australia,10,87072.05418054618,38,50.0,Master's,Not Certified
USA,5,30000.0,10,50.0,,Certified
France,19,98542.11556169367,17,86.26373568228455,Bachelor's,Certified
USA,4,76552.6938092222,27,50.0,Bachelor's,Not Certified
China,11,77392.09165225076,52,85.48370395176956,Bachelor's,Certified
Canada,5,76426.35283686224,37,65.82214360229126,Master's,Certified
South Africa,19,131320.95936695056,29,51.6988491252061,PhD,Not Certified
India,14,90456.64274647742,31,95.05842101761414,Bachelor's,Certified
Brazil,7,89010.9368404812,5,73.2131704853827,Master's,Certified
Australia,15,117322.6239679443,44,68.67992871698065,Master's,Not Certified
UK,19,144913.55441619203,12,64.39824408873059,PhD,Not Certified
Brazil,12,115802.65476263304,39,69.10715918180706,PhD,Not Certified
India,2,72414.40497267799,34,50.0,Bachelor's,Not Certified
China,17,118367.46816955219,42,66.3622079192516,Master's,Certified
Brazil,3,50822.86244773884,24,91.03546057631837,Bachelor's,Certified
UK,17,71254.81779284979,22,62.15316856804811,Diploma,Certified
Brazil,19,135033.6256769122,48,93.0375799715639,PhD,Certified
USA,1,47963.686038083455,1,75.11045303636979,Diploma,Certified
India,16,55660.531120207044,18,59.71058124904683,Diploma,Certified
Australia,16,90385.69674589726,26,86.97248394707319,Bachelor's,Certified
Australia,4,47590.79073859407,31,71.07864724283363,Diploma,Not Certified
China,18,126630.29279006294,21,83.4121650651788,PhD,Certified
South Africa,3,87017.75839793151,39,80.49711830150058,PhD,Certified
China,16,114606.47147508778,22,96.71160712550399,Master's,Not Certified
UK,5,69503.53738082846,38,75.24661571079317,Master's,Certified
Australia,2,50048.85374295547,28,71.04744435529216,Diploma,Not Certified
Brazil,6,51616.31153843286,11,93.44806548913684,Diploma,Not Certified
India,5,80388.70856457199,41,60.55902260103594,PhD,Certified
India,3,80956.21090631794,8,81.64964938751949,PhD,Certified
South Africa,10,30000.0,38,50.0,,Certified
Canada,18,105718.48712204327,38,75.10390086974519,Master's,Not Certified
Canada,4,76937.04670451439,37,55.47534450017814,Master's,Not Certified
India,10,97758.61558213449,4,76.15638063470713,PhD,Not Certified
France,9,105078.93348667664,27,74.80285214730188,PhD,Certified
Canada,18,92415.84164526747,6,55.37384039859344,Bachelor's,Not Certified
Germany,13,121081.875423462,29,94.46477147318099,PhD,Certified
UK,14,85921.82899797475,50,55.35726916085899,Bachelor's,Certified
Australia,17,110185.80117386203,40,70.24799158648719,Master's,Not Certified
Germany,8,61397.3151633038,21,50.950025298644185,Diploma,Not Certified
Brazil,1,61988.960872523676,23,92.93611903467834,Bachelor's,Certified
Australia,6,103746.31122026502,13,61.381106912934726,PhD,Certified
UK,18,135536.03554621883,26,91.87857016046449,PhD,Certified
Germany,19,137960.57453727323,31,70.68097498185642,PhD,Certified
France,18,140863.5099724403,36,97.82692996358917,PhD,Not Certified
Brazil,3,89229.52567838521,33,61.12999966095646,PhD,Not Certified
UK,0,39226.23397423029,30,70.64362848583815,Diploma,Not Certified
Germany,0,37255.94032912868,36,97.58567670962118,Diploma,Certified
Australia,4,78222.7111860438,3,69.04629318876096,Master's,Not Certified
South Africa,19,110082.26337133403,14,57.9991479566292,Master's,Certified
Brazil,7,102271.5396415637,17,96.37088186669959,PhD,Certified
France,8,58976.83769478234,8,72.67014979962829,Diploma,Certified
Canada,3,63577.72432627969,34,54.40633804137981,Bachelor's,Not Certified
Canada,14,120150.66742278554,24,51.323071635004354,PhD,Not Certified
USA,19,82364.92662810677,28,100.0,Diploma,Not Certified
South Africa,9,82390.73205559651,14,69.01303014236433,Master's,Not Certified
China,8,65762.37840953706,26,80.26875063714512,Bachelor's,Certified
USA,7,86127.55391927416,45,93.16628403325267,Master's,Not Certified
Canada,8,105391.80756547856,18,81.66655635157079,PhD,Not Certified
France,10,73008.24675935542,34,51.72398984628277,Bachelor's,Not Certified
USA,17,80691.13384177686,47,97.88701520877709,Diploma,Certified
Germany,18,122538.27772604849,29,52.425205796097146,PhD,Not Certified
South Africa,20,30000.0,42,50.0,,Not Certified
Germany,17,120658.55225079115,9,75.77678227732008,PhD,Not Certified
India,16,125896.3427504852,8,83.29680947859633,Master's,Not Certified
Canada,13,62346.52484320618,47,90.9606030070053,Diploma,Not Certified
UK,9,63561.30097122571,10,81.61861541111038,Diploma,Certified
Australia,7,42515.07243998394,37,93.29860608248934,Diploma,Certified
India,20,132565.3141602292,42,80.68935448910462,PhD,Not Certified
China,7,83283.95093454841,35,73.31796722756643,Master's,Not Certified
Germany,19,113835.10975401536,7,59.19187360988019,Master's,Certified
UK,13,60620.08874115041,34,92.6085368602889,Diploma,Not Certified
Germany,11,78544.60028204341,38,88.72545995936026,Bachelor's,Certified
India,9,95290.34160049612,48,55.35167849686711,Master's,Not Certified
Australia,9,85899.08270080325,48,54.694595120747955,Master's,Certified
Brazil,18,30000.0,42,50.0,,Not Certified
Germany,12,75663.2769378039,39,91.46985827394877,Bachelor's,Certified
Australia,18,134034.04612964284,37,79.10427843794683,PhD,Not Certified
UK,4,84396.43251647458,20,96.34120508691936,PhD,Not Certified
Germany,17,134164.683652938,17,63.521291038044055,PhD,Not Certified
Brazil,5,79347.2027504978,47,68.56979399996973,PhD,Certified
Canada,15,83567.59695060637,44,93.28684996124468,Bachelor's,Certified
India,14,91385.950549865,10,51.10841129548699,Bachelor's,Not Certified
Brazil,15,55470.939167109704,8,87.88103130105767,Diploma,Not Certified
Germany,12,121097.68399203339,43,55.17619316069208,PhD,Certified
South Africa,11,100675.2516385594,46,96.52647447535381,Master's,Not Certified
South Africa,19,122771.91379334556,27,100.0,Master's,Certified
Brazil,10,82839.04893702037,16,84.86392201726107,Master's,Not Certified
India,13,91565.79768583126,13,61.70784588804579,Bachelor's,Not Certified
France,8,53614.99418556119,9,72.7577570392061,Diploma,Not Certified
USA,9,96991.05398884999,6,91.81416118911748,PhD,Certified
South Africa,21,126686.40219572654,6,84.74071004448726,Master's,Not Certified
China,8,77226.60355582662,49,81.94280252558416,Bachelor's,Certified
USA,17,118183.48072242965,21,91.89160257119349,Master's,Not Certified
France,5,62794.59320870088,17,60.52312534813415,Bachelor's,Not Certified
USA,5,59626.53962364564,9,55.32548469577228,Bachelor's,Certified
India,14,119492.6262902514,22,67.50539219998831,PhD,Certified
UK,6,44297.162061434035,1,55.828815686261116,Diploma,Not Certified
France,2,74640.66553752155,36,77.59204016283275,Master's,Certified
France,8,56390.342486519505,11,56.89170796662397,Diploma,Certified
Australia,22,138885.9674960053,27,78.0036716562244,PhD,Certified
Germany,4,75978.86275495615,20,82.44728840827374,Master's,Certified
France,0,46059.056468914445,14,63.01726842091257,Diploma,Not Certified
France,12,83199.87660268546,41,84.32167255737855,Bachelor's,Certified
UK,10,77587.27793334314,18,72.51401644877086,Bachelor's,Certified
India,6,68664.80211464215,37,90.0925919454914,Bachelor's,Not Certified
India,0,35427.59903813427,12,56.94152920604658,Diploma,Certified
UK,3,77241.2794549999,29,56.54641214904969,Master's,Certified
India,12,118172.36893667663,14,62.00439055712786,PhD,Certified
Canada,6,53700.72980790769,10,69.43403760689253,Diploma,Not Certified
UK,9,30000.0,4,50.0,,Not Certified
India,9,68399.94595810246,38,86.74746334227198,Bachelor's,Not Certified
China,16,91142.64279036237,37,92.4537541609357,Bachelor's,Not Certified
USA,4,53209.54033096508,14,75.87813997503272,Bachelor's,Certified
Germany,6,96915.7549007184,18,86.21775628541103,PhD,Certified
USA,8,72226.06230602239,1,76.94642922807786,Bachelor's,Certified
Canada,10,107475.17650148993,34,99.52678190088749,PhD,Not Certified
UK,11,61743.660102704904,46,67.03412736903056,Diploma,Not Certified
Germany,3,55371.18787647945,19,66.40987898294416,Bachelor's,Certified
Canada,5,56218.14656718732,20,74.21787741435678,Bachelor's,Certified
France,0,73899.80582843018,45,62.03114067933001,PhD,Certified
UK,7,71892.83930206664,22,62.35504096288041,Bachelor's,Certified
India,2,63488.3593739668,25,74.4644274713466,Bachelor's,Certified
UK,2,70487.68284366577,4,94.75408420150741,Master's,Not Certified
South Africa,7,30000.0,23,50.0,,Not Certified
Germany,6,46337.45462344311,7,50.98315241576364,Diploma,Certified
India,9,51155.122127520626,30,58.521398332885575,Diploma,Not Certified
France,9,69697.63152516959,27,74.50416056479662,Bachelor's,Certified
Brazil,11,94444.11088448092,16,88.85810965703027,PhD,Not Certified
UK,5,70136.56394098274,43,96.94742980307566,Master's,Certified
UK,5,74860.30170220362,2,79.52736944730877,Master's,Not Certified
South Africa,18,76444.52447546608,13,74.81795274392624,Diploma,Not Certified
China,10,100373.22429251779,4,90.2018664741097,Master's,Certified
India,16,114207.36114918216,44,75.54284504742179,Master's,Certified
Germany,11,115751.11198625132,24,50.71692868881027,PhD,Certified
UK,14,105259.32656142834,11,65.55414889109122,Master's,Not Certified
Brazil,6,53495.10233563625,5,56.156946801931205,Diploma,Not Certified
Australia,19,70699.75953185279,40,65.21844672110167,Diploma,Not Certified
France,2,34793.618117829035,42,69.8701929753348,Diploma,Certified
India,0,45091.92185309662,48,91.52243120465569,Diploma,Certified
France,6,100881.26203635133,21,96.24529530323463,PhD,Not Certified
Australia,3,61467.45188882005,25,91.71104759682,Bachelor's,Not Certified
South Africa,19,129224.76866851225,26,51.47926609789025,PhD,Not Certified
India,3,73946.86050551472,1,65.79629027291169,Master's,Not Certified
France,6,94950.62932147033,43,60.68562778624916,PhD,Not Certified
China,6,74503.99056608975,44,92.74180970869654,Master's,Not Certified
Germany,11,78169.46058429776,12,94.65991901750606,Bachelor's,Not Certified
Brazil,8,58956.30600559503,20,71.22336994109301,Diploma,Not Certified
France,2,42931.05374746389,1,72.39630650571254,Diploma,Certified
Australia,15,122622.37394692564,41,80.90112638168128,PhD,Not Certified
France,3,36505.197437258736,1,81.90090426501611,Diploma,Certified
USA,10,54079.597711558075,24,92.27861270329075,Diploma,Certified
USA,1,60696.69048487382,14,78.62801876455323,Bachelor's,Certified
Brazil,4,47633.41230982297,45,56.71477180402887,Diploma,Certified
Australia,19,98294.09820255767,28,83.80218863325032,Bachelor's,Certified
South Africa,17,121052.31026795073,19,62.758156280955305,Master's,Certified
Germany,12,104017.58090522756,16,93.12594501481068,Master's,Certified
France,12,82483.33826171681,43,83.01188312920505,Bachelor's,Not Certified
France,16,120054.73208790591,36,70.03633817542564,Master's,Not Certified
China,13,57992.19454850324,49,84.28436735507545,Diploma,Not Certified
USA,1,78370.91183456701,18,82.35871617386073,PhD,Certified
Australia,10,93844.39626201904,48,52.9028198783913,Master's,Certified
UK,21,111047.79230403667,13,80.71445182483778,Master's,Certified
India,19,98296.51057391353,35,62.500899642840544,Bachelor's,Not Certified
Australia,12,115927.01305353225,22,77.70538463636474,PhD,Not Certified
India,0,63336.51827349312,8,66.16176617004562,Master's,Certified
Brazil,22,121881.68831142104,1,92.46244702219803,Master's,Not Certified
Germany,3,58222.62180067355,52,94.74219902501063,Bachelor's,Not Certified
China,13,97202.13317852274,1,90.22686213911852,Master's,Not Certified
France,9,91612.42551562865,38,88.55435246311494,Master's,Certified
Germany,6,85160.6765578459,20,62.017553778430454,Master's,Certified
Germany,3,56587.46701607018,20,62.418926847253466,Bachelor's,Certified
Germany,13,103110.73082571938,8,65.81693585992466,Master's,Certified
France,0,72642.72088552197,17,64.14064336153848,PhD,Not Certified
UK,10,79204.94318372828,35,56.70115074500861,Bachelor's,Certified
France,1,83625.56707741598,33,52.02536949422251,PhD,Not Certified
Australia,5,65877.0664401561,21,94.49751667461985,Diploma,Certified
Australia,5,46664.26966252418,4,72.62863543918685,Diploma,Not Certified
UK,13,107915.4335473563,7,57.98084684667163,Master's,Certified
Canada,17,130166.02323012457,33,94.1323278996885,PhD,Not Certified
Brazil,9,93627.27634611775,15,50.0,Master's,Certified
